id,Peningkatan Suhu Rata - Rata ° C
0,0.8141539036080754
1,0.8651407191299114
2,0.8711550821069629
3,0.9258405509801687
4,0.9833837120245675
5,0.9515209349175427
6,0.9314179454009522
7,0.8936643555163901
8,1.0194807974781546
9,1.0038907509969914
10,1.0277780213264054
11,1.0637144511964103
12,1.276941670550207
13,1.1033357562196509
14,1.0833225222177154
15,1.1123805150542387
16,1.0898270528704839
17,1.0845601724729519
18,0.7081635471580343
19,0.7153502866962738
20,0.7138631304913676
21,0.7118013283629405
22,0.7056740019740516
23,0.7043493457691454
24,0.9969467585069315
25,1.0099067822638073
26,0.8594125165868597
27,0.8345163817503273
28,0.8383075563715393
29,0.85851577107987
30,0.7870345643334166
31,0.7978901469187208
32,0.7742880097412888
33,0.7327886937186561
34,0.7350457480432574
35,0.701309545655948
36,0.6608695682704778
37,0.668203800258172
38,0.6608695682704778
39,0.6635146930787164
40,0.6642246384624539
41,0.6684013090507713
42,0.6827769856341525
43,0.6815994559319983
44,0.6812528310468526
45,0.6896959014164389
46,0.6913125680831055
47,0.6889700043671739
48,0.5932559383777357
49,0.6396180604473185
50,0.6180549826654296
51,0.6171507072473839
52,0.6483954699462627
53,0.6126844521643499
54,1.1942867004062538
55,0.8424467169101191
56,0.8302877285708742
57,0.851583558680717
58,0.8652802970863348
59,0.8456596007326145
60,0.762171392289505
61,0.7593604604004163
62,0.7611686738622775
63,0.7600112620165557
64,0.7594187612180757
65,0.7546855925506155
66,0.8789491037896391
67,0.8835228114404989
68,0.8027289774646563
69,0.7995209553156843
70,0.8802390187908066
71,0.8427504791807138
72,1.239565509229626
73,1.305620520572404
74,1.2962993462164691
75,1.2539280217430402
76,1.2953380015508136
77,1.269061550481797
78,1.1669426646538892
79,1.0547865581402318
80,1.094673865428026
81,1.0956289273077182
82,1.1903060335777347
83,1.0725202474132929
84,0.5870912860841893
85,0.5730497047172984
86,0.6124921707763279
87,0.6108940004633149
88,0.631868968901461
89,0.5851438661706242
90,1.4178677455842164
91,1.4157967139566696
92,1.4104123860927593
93,1.4003060208445322
94,1.3826726189532375
95,1.3585410428999527
96,0.3261997964504
97,0.3897838011789488
98,0.4126718565080692
99,0.35618570929061044
100,0.33786342516400913
101,0.37607192627471653
102,0.6768436865006561
103,0.6818915743392548
104,0.6715100606372686
105,0.6782086022912611
106,0.7130495073961722
107,0.7302249487268198
108,1.3931138507368772
109,1.3704138143473679
110,1.380175828942398
111,1.3968753799568472
112,1.3656069142333225
113,1.423706073068939
114,1.023653967354095
115,1.0620514453110068
116,1.0733132883374712
117,1.032142589559911
118,1.0191114840061912
119,1.0090250167356394
120,0.6426112393362274
121,0.6558285491504064
122,0.6658997379971932
123,0.6454396064667085
124,0.6662641863263744
125,0.6788333829624501
126,0.7964940473254738
127,0.7961578980970568
128,0.7976766072240785
129,0.8053246678493072
130,0.8039545628294352
131,0.820044679262692
132,0.7367617499889935
133,0.7333724659425358
134,0.7367617499889935
135,0.7352205458901606
136,0.7325680403022631
137,0.7317040719332162
138,0.6496953175312583
139,0.6694954595735604
140,0.6785961550910713
141,0.6616307449069359
142,0.6740564265511949
143,0.6608325057924425
144,0.7076127569418934
145,0.7165697355893524
146,0.690697229864001
147,0.6606076099732918
148,0.6888161506011804
149,0.6756854547384009
150,1.32558826448295
151,1.2649408375246272
152,1.2935823362402632
153,1.2778219668915427
154,1.2621073938350904
155,1.246054731570366
156,0.37017073332214684
157,0.38402532636358055
158,0.4424199085090935
159,0.4439280458740215
160,0.513158018781393
161,0.5810470656104223
162,0.8811183003957381
163,0.8431689031647528
164,0.8662283717739737
165,0.8246647937591314
166,0.86419078557885
167,0.8653261630273473
168,0.5996103613576137
169,0.594193903913381
170,0.5920773814525245
171,0.5973140446105212
172,0.6027061279438546
173,0.6056299099951367
174,0.7999515767134733
175,0.7687997639122324
176,0.8777575312589725
177,0.872837138268156
178,0.8674546228354753
179,0.7454816503821239
180,1.265211320974669
181,1.2362389696006229
182,1.2766265789092968
183,1.2449338776555319
184,1.3058875870733184
185,1.2608205315000947
186,0.9520501073750018
187,0.9125633680672223
188,0.9069075502195516
189,0.9114026214433691
190,0.9025075123008215
191,0.9169222566501487
192,0.7806828512037144
193,0.8196878161182579
194,0.8210389742991273
195,0.7913101918520513
196,0.8252198060137022
197,0.8578521697203573
198,0.8979421815743407
199,0.8869370711718755
200,0.8009744964787319
201,0.792981472602093
202,0.7967391465684724
203,0.7929831508776221
204,0.6086371191305373
205,0.6232554147321511
206,0.61444354476625
207,0.5980612397865156
208,0.5834911600804294
209,0.5903001272651671
210,0.697307169044244
211,0.6867072896221238
212,0.6995929302809618
213,0.7029568220543636
214,0.7063784296116756
215,0.701397965969778
216,1.0790141179771637
217,0.9811988982924724
218,0.9626500482707159
219,0.9724740111265221
220,0.9766063232314621
221,0.9767585890647976
222,0.7769764581403564
223,0.7686760743950392
224,0.771249528365707
225,0.7714638595008287
226,0.7797919110011723
227,0.7711704312869121
228,0.6776539789895294
229,0.656056672523201
230,0.6440337636838203
231,0.6501675434711827
232,0.6383483949444525
233,0.6423137110582615
