id,Peningkatan Suhu Rata - Rata ° C
0,0.9278636569416193
1,0.9303040203580011
2,0.9434363263840432
3,0.9632346180149082
4,1.0180844324162461
5,0.9627557174975592
6,1.437614641117312
7,1.4361208394070277
8,1.488354314924573
9,1.4643035782236715
10,1.4918933698903387
11,1.4577103290702846
12,1.5413824526829076
13,1.4035179040717958
14,1.3915161279090051
15,1.373707065113711
16,1.4085559116391635
17,1.372839481083608
18,1.0233123711549774
19,1.007326716689775
20,1.0024609224358103
21,0.9983070897401511
22,0.9983070897401511
23,1.0040541231933862
24,1.2285432554781455
25,1.2882028165312391
26,1.1992912216619145
27,1.1785445549952476
28,1.1727541383285809
29,1.160269188335579
30,0.7921981430062063
31,0.833898468447321
32,0.7927791291509686
33,0.768414307019669
34,0.7635210219652006
35,0.78219140428502
36,0.7686521981033845
37,0.7985992172862972
38,0.773594464246963
39,0.782615594445096
40,0.7650362899612848
41,0.8045370156378963
42,0.802785229952536
43,0.7778827211402018
44,0.7437965670801142
45,0.7482398624607959
46,0.7818025071838888
47,0.7534363335727781
48,0.634244145793812
49,0.7425818333333336
50,0.7382357139815166
51,0.6945148806481835
52,0.7288954292197731
53,0.7341688112037389
54,1.4980457543525574
55,1.4843916300654454
56,1.464584661495677
57,1.5149701616535283
58,1.523950379273503
59,1.4757397934381737
60,0.9838485176304925
61,0.9613205934221282
62,0.9689459594850659
63,0.9626922147973066
64,0.9413747264607
65,0.9456996374947643
66,0.9688924087301609
67,0.9398254603357807
68,0.8411488888888898
69,0.8907750000000015
70,0.935560714285716
71,0.908097380952382
72,2.0782380377271066
73,2.0917313092379466
74,2.0759299474493296
75,2.0410734543937723
76,2.0792756495157243
77,2.05125964257128
78,1.419186993998575
79,1.4544630799914864
80,1.3782205941214625
81,1.434728820311939
82,1.3910692369786057
83,1.4825678155271313
84,0.7004574674849678
85,0.72272068859585
86,0.7074998136100916
87,0.6885451287653165
88,0.6873596293759177
89,0.7522362970390688
90,1.6297844097222225
91,1.6355248263888893
92,1.6029987847222225
93,1.613887118055556
94,1.6046683680555558
95,1.598499756944444
96,0.4003154861111107
97,0.40796437499999966
98,0.42046937499999953
99,0.39653402827380885
100,0.3922911909722216
101,0.4438733333333329
102,0.6999646310437809
103,0.7046066771823389
104,0.7339607488336185
105,0.7411108091850697
106,0.7338533941389228
107,0.7319591233055897
108,1.7882305555555547
109,1.9120023611111103
110,1.9050009259259257
111,1.8608263888888883
112,1.8968890277777775
113,1.8225555385149645
114,1.9032889583333301
115,1.5364715566495561
116,1.5374551823390146
117,1.4911385156723476
118,1.5267580990056808
119,1.5501555844273338
120,0.726509551374575
121,0.7539465255092997
122,0.7618199088142604
123,0.7500471092707278
124,0.7465970079649178
125,0.7596273000768222
126,0.8454033144436609
127,0.8376538656886364
128,0.8488565128044934
129,0.8527202721813955
130,0.8551386700013113
131,0.8591927610193086
132,0.906357355722605
133,0.9127761610472449
134,0.911758271630056
135,0.9142505753399199
136,0.8617715685873114
137,0.8626741072227765
138,0.8113085670305579
139,0.8068428948820376
140,0.7654083035718936
141,0.770878355557327
142,0.7458159797175447
143,0.7314214590824548
144,0.739911987097786
145,0.7438856673004858
146,0.7440669168902161
147,0.7352324913851654
148,0.7756592929618615
149,0.8001976027960535
150,1.7307797907913176
151,1.6771577074579833
152,1.676896376879911
153,1.749054167279412
154,1.7145360407913166
155,1.7158435429338328
156,0.2618965206511427
157,0.384395210803657
158,0.3897352655104504
159,0.2534205576708643
160,0.33656883999560355
161,0.4189809865442806
162,0.9794750000000007
163,0.9439487500000007
164,0.9828370833333334
165,0.9302795833333342
166,0.9663920833333337
167,0.9666833333333336
168,0.7837593333420284
169,0.7543194925274974
170,0.7998798729164449
171,0.7960411276512932
172,0.802643565151293
173,0.8010258536389976
174,0.9223833420055492
175,0.9064413699402373
176,0.9643747018725203
177,0.934621884022386
178,0.9950590080061257
179,0.7402555690535353
180,1.6393191979166664
181,1.7417163336538548
182,1.722123541666667
183,1.720773958333334
184,1.749074875320521
185,1.6946331250000002
186,0.9183498603489891
187,1.0375655935411323
188,1.0180346746430091
189,1.0747913088460583
190,1.0786940510086909
191,1.091901406918128
192,0.9954813342901488
193,1.0134087548679513
194,1.0000481503746925
195,0.9926714643015374
196,1.0036973728735554
197,0.9829474120337636
198,1.1184214093328861
199,1.1130641954350806
200,1.0562604473395292
201,1.0729858958851342
202,1.0539502922131607
203,1.0361850932405812
204,0.7767160707155806
205,0.754823147585315
206,0.7650129999300581
207,0.7699234805783298
208,0.7235558251395401
209,0.7310266584728734
210,0.7772316387206815
211,0.7585234384072156
212,0.7576675677976921
213,0.7679652816790039
214,0.763258503940747
215,0.7780834282632361
216,1.215901397156084
217,1.413777991071428
218,1.4401609077380946
219,1.4160359077380948
220,1.4293829910714282
221,1.4388288244047618
222,0.9389358999362081
223,0.9328321926718891
224,0.9343544458264986
225,0.942843107847167
226,0.9442687554898026
227,0.951328674620096
228,0.7926996898095794
229,0.7981502162940929
230,0.8061943055112095
231,0.8032941782262139
232,0.8035427999397698
233,0.8053900371128421
234,0.8692721091047809
235,0.8455569619813055
236,0.8427018579354439
237,0.8458891684804738
238,0.8572602002862127
239,0.8541756932605429
240,1.4838360465796578
241,1.4838360465796578
242,1.4838360465796578
243,1.4838360465796578
244,1.4838889632463244
245,1.1895113028946853
246,0.922395816292743
247,1.0595620662927436
248,1.0437474829594096
249,1.2719522222222226
250,1.0385049829594093
251,1.1479053996260766
252,0.8069204166666661
253,0.7864529166666665
254,0.787413333333333
255,0.8145608333333333
256,1.1594480952380963
257,1.1588247619047631
258,0.9864154550884424
259,1.0095096217551087
260,1.0010893717551088
261,0.9953967050884422
262,1.014634570801801
263,1.0194219041351344
264,0.6126129568935599
265,0.5964281214884811
266,0.5919194409329256
267,0.6153988886065229
268,0.6060719094398562
269,0.5876323837988305
270,0.8268112499999996
271,0.8031479166666664
272,0.8217841666666666
273,0.8128291666666666
274,1.1596493452380963
275,1.1581380952380964
276,1.071631212825527
277,1.0838342683810822
278,1.0435721856817428
279,1.096725102348409
280,1.1228930190150757
281,1.1101880190150757
282,0.7180133082125808
283,0.7261498547958363
284,0.689044634981746
285,0.7153211173118134
286,0.7126344349756307
287,0.7344470131451462
288,0.47251858065135066
289,0.5008261649707675
290,0.5210015130608643
291,0.5136983664589061
292,0.5022841161150944
293,0.5499480203224388
294,0.7864672900811344
295,0.765221989817893
296,0.7770988823754178
297,0.7717854954159244
298,0.7617081071282868
299,0.7721078788331316
300,0.36521567178128655
301,0.3304045550712423
302,0.4020874118964478
303,0.40069199522978116
304,0.35728623765402373
305,0.3178476457475087
306,0.9171039716594643
307,0.9145909002987591
308,0.8757125396009698
309,0.8724789690011936
310,0.8463113825878225
311,0.8716099521406155
312,1.8321075099206334
313,1.9104185515873002
314,1.8802159027777767
315,1.8802393055555537
316,1.9246552777777763
317,1.9399046527777761
318,0.7988697338971911
319,0.8037655241125583
320,0.8040684650296658
321,0.8049169666123965
322,0.8184684943901744
323,0.8117029305479433
324,1.3858949568835686
325,1.4994902643317656
326,1.4674364399270041
327,1.4771703889736962
328,1.4632110232603375
329,1.467201439927004
330,2.1650375040849643
331,2.1717314276960757
332,2.2026887540849645
333,2.1770379207516313
334,2.1841041707516307
335,2.156443511029409
336,1.328234691429803
337,1.3471957581463931
338,1.3223153078601482
339,1.3156438402401738
340,1.2705123934535332
341,1.3297089929631878
342,0.9067213354264865
343,0.8908404296725189
344,0.9198492649086514
345,0.921077286021794
346,0.9416089887473249
347,0.946811550751293
348,2.004615312500002
349,1.968647916666668
350,1.982160000000001
351,2.0121789746376813
352,1.94085561571336
353,1.8882544341125866
354,1.0836798538992534
355,1.075022733822026
356,1.0697635182704028
357,1.057919018270403
358,1.0662962964567995
359,0.999411413523727
360,0.7031062270466859
361,0.7000326362923286
362,0.711531575446312
363,0.7204729654061883
364,0.6803655232234957
365,0.6972919108908965
366,0.8575358912209354
367,1.426810741524807
368,0.8400161319444445
369,1.3571329823711005
370,0.8483852837960906
371,0.8545100871260766
372,0.755094373238247
373,0.7666503920117723
374,1.2751982480749926
375,0.7681945781220805
376,0.7618105122183109
377,0.7598454962528969
378,1.221272917190607
379,1.221464676477248
380,1.215724753637742
381,1.29181723506446
382,1.2459099667068703
383,1.2428999667068705
384,0.6853193939791659
385,0.6590677853672223
386,0.6727269673935529
387,0.6278189669856574
388,0.6122162600627256
389,0.59475327933453
390,1.0569170562694052
391,1.0584328896027386
392,0.7309676799131593
393,0.7248355965798262
394,1.128515012603581
395,0.7507567092942001
396,1.0792938080756385
397,1.0998465555825212
398,1.098934048270187
399,1.1162650908460077
400,1.077489846097969
401,1.081454489733566
402,1.558476528669064
403,0.9176689889990552
404,0.948164503487011
405,0.9581390398480475
406,0.9823235029956211
407,0.9808128075745597
408,0.7450574234680424
409,0.7300395568228641
410,0.7074254090153227
411,0.7280258476994248
412,0.7460562082919967
413,0.7239785163315556
414,0.8874279166666673
415,0.8789499722222235
416,0.8576827335185897
417,0.8419919835185893
418,0.8198223168519224
419,0.8021639587964721
420,0.9773994835953649
421,0.9735103576706868
422,0.9767623963569565
423,0.936795100786941
424,0.9740357743373536
425,0.9308427218942827
426,1.2334782819889667
427,1.1888213499612261
428,1.195700958337526
429,1.1889996540428385
430,1.1201806388913236
431,1.0827685555579896
432,0.7828925621111829
433,0.822953629321431
434,0.7899775974523251
435,0.7749612686347319
436,0.8049179320847081
437,0.8441535359973398
438,2.130524583333337
439,1.5604733447702324
440,1.6109858145769953
441,1.5436142822702323
442,1.5641589742992181
443,1.56869528219697
444,1.7911959171455951
445,1.7595836254789299
446,1.7133744588122621
447,1.7618516578589523
448,1.6930069588122618
449,1.7367605004789277
450,0.5977056200479894
451,0.5779899716974335
452,0.5847240409830927
453,0.5716262897752308
454,0.6118139062839248
455,0.5727181158348866
456,0.7521655625290796
457,0.7501400955524902
458,0.8009425907845429
459,0.8008947244616489
460,0.7919451799440768
461,0.7989627956163939
462,1.0302073217172698
463,1.0573144318566536
464,1.0371251687791707
465,1.0156750511145607
466,1.0404149653593913
467,1.0249721050284442
468,1.537730827190172
469,1.5262895771901719
470,1.497614160523505
471,1.475359613045702
472,1.5497824938568383
473,1.5382084076927658
474,1.8965443657133556
475,1.9121717268244662
476,1.8773663020833304
477,1.8094681737490708
478,1.8280064549990707
479,1.8220183299990707
480,0.7573909284868323
481,0.813818726698742
482,0.8123308100320754
483,0.8055926572542975
484,0.8002946099394476
485,0.8054678751413615
486,1.202791893535846
487,1.20764630706858
488,1.2047424424715785
489,1.2009757326213524
490,1.1987144826213527
491,1.2011275293096393
492,1.2223358534442708
493,1.2590294484680913
494,1.2420801255514244
495,1.2270304892251567
496,1.2481061235117976
497,1.2833655518631182
498,1.501624425707947
499,1.4695685010076465
500,1.43408458210572
501,1.45452659414332
502,1.4365401168705925
503,1.4415563348193103
504,0.7184157029911682
505,0.7230275779911682
506,0.7275386196578348
507,0.720575682113507
508,0.7570529875658641
509,0.7339246731719249
510,0.6926107017534422
511,0.7042908349033971
512,0.6935966682367305
513,0.6993003343246936
514,0.6920182509913603
515,0.8973010077018424
516,0.9672531014270048
517,0.9982190376976265
518,0.9984234008618629
519,0.9973671147958331
520,0.9985319472044885
521,0.9945000921654207
522,0.6412248240683899
523,0.7236624207560618
524,0.7919624688194089
525,0.7940432038416774
526,0.7163666049321347
527,0.7150390213870932
528,0.8910590319866065
529,0.8984814869681804
530,0.8851021294592678
531,0.903471312920301
532,0.8822239029198515
533,0.8918068678831987
534,1.0469907493712063
535,1.0414664824343804
536,1.0806663151882265
537,1.0932258526461391
538,1.093132515091618
539,1.0695832266407668
540,0.9187930620201615
541,0.9041152701233048
542,0.9002358295910677
543,0.8817811749498047
544,0.8593045844836089
545,0.8653774151714395
546,1.0422541968768717
547,1.032376075618523
548,1.0286184973643908
549,1.0076257017325778
550,1.0173282033343456
551,1.015205608901667
552,1.1279217918709854
553,1.1279217918709854
554,1.124901458537652
555,1.1276292918709856
556,1.1279217918709854
557,1.1279217918709854
558,0.7055584832520926
559,0.7537005018608411
560,0.7327782388817048
561,0.7415851608902472
562,0.7430524705643039
563,0.7470365319040481
564,2.0022529513888903
565,2.0311947569444455
566,1.9964166666666678
567,2.0258021343954256
568,2.059884583333335
569,2.0644013888888906
570,1.537586400244463
571,1.5350239002444628
572,1.5400941964285686
573,1.5251714880952358
574,1.527125654761902
575,1.5321685714285689
576,0.7316322222222225
577,0.7476063888888892
578,0.7647463888888889
579,0.7400380555555557
580,0.728462638888889
581,0.7186351388888892
582,0.6668274722222226
583,0.6273449722222225
584,0.6085434285714283
585,0.6482324722222227
586,0.6468555277777779
587,0.6182990119047617
588,1.2354816096795664
589,1.2367604846795661
590,1.2782750548015174
591,1.2664700548015173
592,1.2731786381348509
593,1.3137464714681844
594,1.3937068546702447
595,1.3785894883062844
596,1.3837431087040366
597,1.3581915584013302
598,1.3599987675544454
599,1.3378887791285197
600,1.4427776608796319
601,1.5201900462962987
602,1.509348000000002
603,1.4562896666666685
604,1.4637034166666687
605,1.4552344953429903
606,0.9607516523638827
607,0.9737527379315268
608,0.9615853647526477
609,0.7332084690002157
610,0.9696328847793556
611,0.9323855099796816
612,1.1985784618745854
613,1.1978136736038816
614,1.208678613069525
615,1.1995478773135462
616,1.203418628621464
617,1.1988016841770197
618,1.5724428764249962
619,1.566016826537968
620,1.4525015027110564
621,1.584647327344351
622,1.589263510711637
623,1.5697101803465652
624,0.9405314699402362
625,0.9597139519282551
626,0.904595411721495
627,0.8983886183836998
628,0.8809476001460029
629,0.8741000180475651
630,0.9797791666666691
631,1.1305912500000017
632,1.0877956944444465
633,1.0614373611111134
634,1.0625502777777798
635,1.0937615277777795
636,1.1619208764944953
637,1.1786767624029872
638,1.160502640383384
639,1.1768126610445409
640,1.1547608159635998
641,1.1380399333005913
642,1.002130323862789
643,1.0577464351564154
644,1.041641491108394
645,1.0228564509127183
646,1.0664088125369653
647,1.019406257460337
648,1.09981019201009
649,1.204793155804428
650,1.2055432072750163
651,1.1889316933861274
652,0.8472651588925529
653,0.8346185415551973
654,0.5695241190733317
655,0.5770084163165977
656,0.5772379963916455
657,0.573285738815888
658,0.5759417236643728
659,0.5749275191189183
660,1.4173321672754164
661,1.4012446672754164
662,1.3588958333080887
663,1.3350954166414217
664,1.3182987499747552
665,1.310814678188114
666,0.9264229763199211
667,0.8823872921915341
668,0.9953165811332302
669,1.0402151224297875
670,1.0062539882664594
671,1.038334001369418
672,0.8046795399654256
673,0.8206808666228099
674,0.8028313214511479
675,0.7842225922844815
676,0.8155977381178146
677,0.8658732203681815
678,1.9781214583333298
679,1.961574999999998
680,1.928119999999998
681,1.9180608333333302
682,1.9611024999999982
683,1.937664166666666
684,1.2640459131335708
685,1.2558982240905063
686,1.2410916588573462
687,1.2362956588573462
688,1.2068386069066137
689,1.220130927348483
690,0.8810944822420244
691,0.9210423806740927
692,0.9312831607125414
693,0.9399791265828966
694,0.9261890122194535
695,0.8879859633851492
696,0.9945652264680553
697,1.026100258671951
698,0.9822314577535503
699,0.9948711621718448
700,0.975285862796268
701,0.9985920765657998
702,1.2429454015386956
703,1.2422214842928538
704,1.245371819995022
705,1.2441151024571935
706,1.278069488729266
707,1.2365146464380354
708,1.631178888888886
709,1.7140206438817458
710,1.647639810548413
711,1.6398618938817457
712,1.6471139772150796
713,1.4983073348837117
714,1.979978125000001
715,1.9637518750000016
716,1.969798125000001
717,2.0023502083333335
718,1.9818447916666673
719,1.9663960416666666
720,1.2831893647101311
721,1.1768805925825125
722,1.3317144281464517
723,1.3777156954185785
724,1.3969392780106928
725,1.1774296080437965
726,0.8599656512002689
727,0.8519573426851685
728,0.8467209995111362
729,0.829795030387136
730,0.8537938683246057
731,0.8620724710585538
